le,method,min,max,avg,sum,last,integral
0.1,iam.v1.IamTokenService/CreateForAccessKey,0,0.005703255510736248,0.0012721459571285686,0.6309843947357701,0.0005363036303631113,762.1975308641975
0.075,iam.v1.IamCookieService/CreateForSubject,0,0.012575250580613534,0.0012883020906890449,0.6389978369817663,0.0012304491318695684,771.6505636070854
0.005,iam.v1.AbstractTokenService/Issue,0,0.009259259259259217,0.0013288933271021776,0.6591310902426801,0.0016066688190555544,789.2619431025225
0.25,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0.006983915984191188,0.0013762054222148617,0.6825978894185715,0.0008250825082508251,824.7654320987656
0.0025,iam.v1.RefreshTokenIssueService/CreateForSubject,0,0.010899238071954824,0.0014932378321723906,0.7406459647575058,0.0025815217391305196,894.6135265700477
0.1,iam.v1.IamTokenService/CreateForService,0,0.010695513995844098,0.0016062066539883435,0.7966785003782184,0.00047935500071733905,959.9570585077831
0.075,iam.v1.IamTokenService/CreateForAccessKey,0,0.0094222385201484,0.0018384472790949566,0.9118698504310985,0.002061809441813776,1104.223295759528
0.5,iam.v1.IamCookieService/Revoke,0,0.05659072851729625,0.001922306666280362,0.9534641064750595,0.0016142918639690546,1154.339237788513
0.5,iam.v1.IamTokenService/CreateForComputeInstance,0,0.018386097869046256,0.002032979842059839,1.00835800166168,0.00362498206342436,1214.2039720880302
1.0,iam.v1.IamTokenService/Create,0,0.28955570325551055,0.002097716170292127,1.0320763557837265,0.0010313531353135313,1246.8765432098767
0.05,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0,0.009727824634315428,0.0023852967734049398,1.18310719960885,0.0023927392739274676,1430.8765432098767
0.075,iam.v1.IamTokenService/CreateForService,0,0.017805484252128828,0.002821188256818513,1.3993093753819825,0.0012066831683169067,1693.925925925926
1.0,iam.v1.IamTokenService/CreateForServiceAccount,0,0.11834828158741849,0.003098471764893175,1.50275880597319,0,1821.3436728395054
